state,institution,state_full,cares_act,omnibus,amer_rescue_act,total_relief,endowment,code
MN,Carleton College,Minnesota,1168048,1699739,3017000,5884787,892353000,234000
FL,Florida National University,Florida,5884598,0,0,5884598,0,2547600
FL,Everglades University,Florida,776027,1751606,3354000,5881633,0,3108500
NY,Columbia - Greene Community College - Suny Office Of Cmnty Colleges,New York,840707,1827663,3203000,5871370,0,678900
TX,University Of Texas Medical Branch At Galveston,Texas,1101752,1693386,3055000,5850138,0,495200
PA,Lake Erie College Of Osteopathic Medicine,Pennsylvania,1233436,1615729,2987000,5836165,0,3090800
IL,Shawnee Community College,Illinois,637619,1880324,3318000,5835943,0,769300
FL,Lively Technical College,Florida,942497,1782744,3105000,5830241,0,558500
SD,Dakota State University,South Dakota,771997,1819817,3223000,5814814,226626000,346300
PR,University Of Puerto Rico - Medical Science Campus,Puerto Rico,1190264,1662218,2962000,5814482,0,2460000
KY,Asbury University,Kentucky,1017118,1736565,3046000,5799683,0,195200
CA,Mills College,California,1135582,1693357,2965000,5793939,196404000,123800
DC,Strayer University,District of Columbia,5792122,0,0,5792122,0,145900
FL,Atlantic Technical College,Florida,758163,1801531,3225000,5784694,0,1226300
WI,Lawrence University Of Wisconsin,Wisconsin,1157627,1673315,2953000,5783942,356958000,385600
VA,Richard Bland College,Virginia,820734,1790616,3163000,5774350,0,370700
NY,Onondaga Cortland Madison Boces,New York,842620,1457826,3470000,5770446,0,1265200
KY,Henderson Community College,Kentucky,806658,1807184,3156000,5769842,0,199300
AR,Hendrix College,Arkansas,1056780,1687170,3024000,5767950,200680000,109900
VA,University Of Virginia'S College At Wise (The),Virginia,788966,1804120,3173000,5766086,0,374700
AZ,Northland Pioneer College,Arizona,643137,1842485,3280000,5765622,0,1186200
PR,Humacao Community College,Puerto Rico,967546,1755904,3038000,5761450,0,2340600
IN,Rose - Hulman Institute Of Technology,Indiana,1191507,1644105,2924000,5759612,0,183000
SC,Voorhees College,South Carolina,1124053,1695557,2934000,5753610,0,345500
MA,Urban College Of Boston,Massachusetts,608706,1874227,3261000,5743933,0,3130500
GA,Interactive College Of Technology,Georgia,5735726,0,0,5735726,0,2284300
ME,Bowdoin College,Maine,1123660,1657730,2936000,5717390,1743663000,203800
CO,Colorado College,Colorado,1157391,1638010,2921000,5716401,766910000,134700
MN,North Central University,Minnesota,1046302,1692123,2956000,5694425,0,236900
IL,Resurrection University,Illinois,1061270,1685149,2942000,5688419,0,2214100
MO,Culver-Stockton College,Missouri,1067399,1676752,2929000,5673151,29467000,246000
NJ,Warren County Community College,New Jersey,686371,1791312,3191000,5668683,0,2503900
TN,Tennessee College Of Applied Technology - Knoxville,Tennessee,822349,1739895,3106000,5668244,0,402500
PA,Ursinus College,Pennsylvania,1149294,1637237,2880000,5666531,131213000,338500
MA,Cambridge College,Massachusetts,925862,1702049,3031000,5658911,0,2182900
WY,Western Wyoming Community College,Wyoming,725242,1774485,3159000,5658727,0,393300
CA,Cbd College,California,959316,1713690,2983000,5656006,0,3250300
MD,Notre Dame Of Maryland University,Maryland,969449,1687957,2996000,5653406,35835000,206500
IA,Dordt University,Iowa,1082435,1654086,2915000,5651521,0,185900
NE,Western Nebraska Community College,Nebraska,805697,1757098,3087000,5649795,0,256000
MT,Salish Kootenai College,Montana,832524,1754585,3062000,5649109,0,2143400
CA,West Hills Community College,California,592666,1822336,3224000,5639002,0,117600
CA,Otis College Of Art & Design,California,1100507,1648794,2887000,5636301,0,125100
IL,Quincy University,Illinois,1041392,1668907,2924000,5634299,0,174500
AR,Ozarka College,Arkansas,797075,1763049,3069000,5629124,0,2087000
NC,Stanly Community College,North Carolina,731366,1777412,3110000,5618778,0,1119400
KS,Neosho County Community College,Kansas,806338,1742066,3070000,5618404,0,193600
NE,Peru State College,Nebraska,827344,1737928,3053000,5618272,0,255900
NE,Concordia University,Nebraska,1017489,1656961,2940000,5614450,0,254100
MI,Bay De Noc Community College,Michigan,778116,1757060,3079000,5614176,0,224000
MT,Great Falls College Montana State University,Montana,845222,1730333,3027000,5602555,0,931400
OH,Mercy College Of Ohio,Ohio,886791,1716262,2996000,5599053,0,3097000
TN,Johnson University,Tennessee,997716,1667345,2918000,5583061,0,349500
OH,Collins Career Technical Center,Ohio,1024753,1439028,3117000,5580781,0,2196300
NY,Cazenovia College,New York,1008776,1661084,2903000,5572860,0,268500
AR,East Arkansas Community College,Arkansas,840222,1724373,2992000,5556595,0,1226000
VA,Virginia Military Institute,Virginia,1132691,1565705,2853000,5551396,0,375300
ND,Turtle Mountain Community College,North Dakota,947936,1682904,2920000,5550840,0,2301100
NC,Carteret Community College,North Carolina,774946,1556031,3218000,5548977,0,808100
IL,Greenville University,Illinois,957351,1667764,2919000,5544115,21160000,168400
IL,Trinity International University,Illinois,903509,1670121,2966000,5539630,0,177200
CT,Northwestern Connecticut Community College,Connecticut,602265,1431434,3501000,5534699,0,139800
GA,Lagrange College,Georgia,1074446,1622319,2835000,5531765,53005000,157800
TN,University Of The South (The),Tennessee,1094094,1598238,2836000,5528332,0,353400
PA,Juniata College,Pennsylvania,1082356,1605406,2830000,5517762,0,327900
OK,Tulsa Welding School,Oklahoma,5505774,0,0,5505774,0,961800
MI,Alpena Community College,Michigan,759853,1717931,3019000,5496784,0,223700
AR,Cossatot Community College Of The University Of Arkansas,Arkansas,775262,1715171,3003000,5493433,0,2220900
PA,Mount Aloysius College,Pennsylvania,816503,1686780,2984000,5487283,43986000,330200
OR,Oregon Health & Science University,Oregon,1012193,1597982,2872000,5482175,0,488200
TN,Tennessee College Of Applied Technology - Elizabethton,Tennessee,881164,1549711,3042000,5472875,0,528100
SC,Wofford College,South Carolina,1103905,1561734,2802000,5467639,211673000,345700
NE,College Of Saint Mary,Nebraska,1055309,1602125,2810000,5467434,0,254000
WI,Beloit College,Wisconsin,1086370,1588329,2790000,5464699,114121000,383500
SD,Western Dakota Technical Institute,South Dakota,863880,1673430,2920000,5457310,0,1017000
TN,Tennessee College Of Applied Technology - Dickson,Tennessee,821613,1517962,3104000,5443575,0,778200
NE,Mid-Plains Community College,Nebraska,774946,1687412,2978000,5440358,0,255700
CA,Master'S University And Seminary (The),California,936440,1616925,2885000,5438365,0,122000
MN,Alexandria Technical And Community College,Minnesota,807310,1669171,2957000,5433481,0,554400
NC,William Peace University,North Carolina,1006338,1612358,2812000,5430696,50222000,295300
TX,Parker University,Texas,970426,1604204,2842000,5416630,0,2305300
NJ,College Of Saint Elizabeth,New Jersey,935846,1630679,2850000,5416525,0,260000
OK,Kiamichi Technology Center,Oklahoma,1023214,1570953,2817000,5411167,0,920400
CA,Carrington College,California,5403151,0,0,5403151,0,974800
KS,University Of Saint Mary,Kansas,976950,1603725,2814000,5394675,0,194300
IN,Hanover College,Indiana,1065765,1569890,2748000,5383655,146078000,180100
IN,Franklin College Of Indiana,Indiana,1071874,1562660,2743000,5377534,0,179800
WV,West Virginia Northern Community College,West Virginia,732317,1686844,2952000,5371161,0,905400
CO,Pickens Technical College,Colorado,839917,1623436,2905000,5368353,0,1287500
KS,Cloud County Community College,Kansas,763297,1667878,2937000,5368175,0,190900
TN,Martin Methodist College,Tennessee,963462,1603235,2794000,5360697,0,350400
IL,Monmouth College,Illinois,1069404,1561080,2729000,5359484,122619000,172500
VA,Randolph - Macon College,Virginia,1058238,1556549,2743000,5357787,0,373300
ND,North Dakota State College Of Science,North Dakota,823352,1641417,2889000,5353769,0,299600
AR,University Of The Ozarks,Arkansas,1011314,1582461,2759000,5352775,115068000,109400
DE,Goldey-Beacom College,Delaware,1040019,1561354,2747000,5348373,0,142900
MT,Montana State University - Northern,Montana,911258,1614369,2820000,5345627,0,253300
MA,Anna Maria College,Massachusetts,911801,1619045,2809000,5339846,0,211700
NC,Brunswick Community College,North Carolina,795340,1651117,2893000,5339457,0,2170700
MD,All-State Career,Maryland,5309772,0,0,5309772,0,3493300
MO,Fontbonne University,Missouri,986867,1567916,2750000,5304783,0,246400
AL,Birmingham-Southern College,Alabama,1069855,1533280,2696000,5299135,0,101200
NY,Manhattan School Of Computer Technology,New York,801874,1639673,2838000,5279547,0,3193300
TX,Howard Payne University,Texas,1041913,1536043,2687000,5264956,62865000,357500
IN,Huntington University,Indiana,960261,1561180,2741000,5262441,0,180300
OK,Oklahoma Panhandle State University,Oklahoma,882583,1591219,2781000,5254802,0,317400
NC,Greensboro College,North Carolina,962182,1553970,2717000,5233152,0,293000
MN,Fond Du Lac Tribal & Community College,Minnesota,744831,1624762,2862000,5231593,0,3129100
MD,Washington Adventist University,Maryland,805558,1602392,2813000,5220950,0,206700
MD,Washington College,Maryland,1047397,1494341,2678000,5219738,236685000,210800
NY,Talmudical Seminary Of Bobov,New York,949733,1467438,2798000,5215171,0,4115500
OK,University Of Science & Arts Of Oklahoma,Oklahoma,1020519,1529512,2662000,5212031,0,316700
NC,Salem College,North Carolina,1007410,1532126,2669000,5208536,0,296000
AR,Baptist Health College Little Rock,Arkansas,876349,1410310,2918000,5204659,0,3105200
SC,Presbyterian College,South Carolina,1038216,1506419,2650000,5194635,91533000,344500
SC,Southern Wesleyan University,South Carolina,841417,1583800,2768000,5193217,0,342200
MI,Kirtland Community College,Michigan,712739,1629004,2842000,5183743,0,717100
UT,Ogden-Weber Technical College,Utah,596044,1595765,2991000,5182809,0,2346500
OK,Mid-America Christian University,Oklahoma,716752,1622104,2832000,5170856,0,694200
TN,Tennessee College Of Applied Technology - Murfreesboro,Tennessee,607231,1165386,3392000,5164617,0,2103500
KS,Bethany College,Kansas,1005488,1511010,2632000,5148498,0,190400
WV,Davis & Elkins College,West Virginia,980322,1518906,2646000,5145228,0,381100
NC,Wilson Community College,North Carolina,718656,1606406,2819000,5144062,0,484500
CA,Western University Of Health Sciences,California,1105699,1417353,2620000,5143052,0,2482700
NH,Rivier University,New Hampshire,902722,1529331,2703000,5135053,41389000,258600
NJ,Jersey College,New Jersey,5119863,0,0,5119863,0,4134100
PA,Bryn Mawr College,Pennsylvania,1022842,1472661,2623000,5118503,907976000,323700
GA,Young Harris College,Georgia,1019320,1486015,2609000,5114335,0,160400
NY,Saint Thomas Aquinas College,New York,489023,1662920,2953000,5104943,0,283200
AR,University Of Arkansas For Medical Sciences,Arkansas,972976,1458213,2622000,5053189,0,110900
NE,Hastings College,Nebraska,1051950,1452549,2544000,5048499,0,254800
KY,Midway University,Kentucky,892872,1614558,2535000,5042430,0,197500
CA,Uei College,California,5025381,0,0,5025381,0,3113300
KY,Georgetown College,Kentucky,934826,1481847,2605000,5021673,0,196400
NY,Clinton Community College - Suny Office Of Community Colleges,New York,765962,1545848,2705000,5016810,0,678700
PA,Manor College,Pennsylvania,790389,1541671,2678000,5010060,0,329400
VA,Washington And Lee University,Virginia,1045044,1418018,2539000,5002062,1676308000,376800
NC,Beaufort County Community College,North Carolina,695419,1563932,2742000,5001351,0,855800
NC,Lees-Mcrae College,North Carolina,925656,1485773,2587000,4998429,0,293900
MO,William Woods University,Missouri,894737,1476897,2620000,4991634,0,252500
PA,Wilson College,Pennsylvania,843869,1498967,2647000,4989836,55338000,339600
WV,New River Community And Technical College,West Virginia,688982,1567267,2731000,4987249,0,3960300
KS,Seward County Community College,Kansas,734560,1535377,2712000,4981937,0,822800
AL,J. F. Drake State Community And Technical College,Alabama,761763,1539687,2679000,4980450,0,526000
SD,Mitchell Technical Institute,South Dakota,879422,1485562,2600000,4964984,0,828400
CA,Holy Names University,California,895448,1475062,2577000,4947510,54171000,118300
AR,Southern Arkansas University Tech,Arkansas,782909,1507722,2645000,4935631,0,773800
UT,Mountainland Technical College,Utah,609482,1545193,2778000,4932675,0,3413300
FL,Pinellas Technical College - St. Petersburg Campus,Florida,621026,1536181,2766000,4923207,0,2115300
WI,Wisconsin Lutheran College,Wisconsin,925999,1448476,2543000,4917475,36629000,2136600
KY,Centre College Of Kentucky,Kentucky,986773,1421366,2509000,4917139,0,196100
FL,North Florida College,Florida,715483,1528120,2673000,4916603,0,150800
AR,Arkansas Baptist College,Arkansas,831019,1482487,2597000,4910506,0,108700
CA,California State University Maritime Academy,California,977757,1381700,2550000,4909457,0,113400
PA,Peirce College,Pennsylvania,611389,1562718,2722000,4896107,23557000,330900
SC,University Of South Carolina - Salkehatchie,South Carolina,783241,1496153,2608000,4887394,0,345400
NY,Maria College,New York,697463,1370774,2393000,4461237,0,276300
SD,Northern State University,South Dakota,659777,1518172,2699000,4876949,0,346600
VA,Eastern Mennonite University,Virginia,893425,1442117,2540000,4875542,0,370800
CA,Chicago School Of Professional Psychology,California,756112,1860461,2256000,4872573,0,2155300
CA,Simpson University,California,892430,1445294,2518000,4855724,0,129100
GA,Paine College,Georgia,798094,1484462,2571000,4853556,0,158700
TN,University Of Tennessee Health Science Center,Tennessee,998078,1363552,2491000,4852630,0,672500
LA,Blue Cliff College,Louisiana,4843075,0,0,4843075,0,3294300
ME,Bates College,Maine,953516,1395754,2487000,4836270,329723000,203600
IA,Central College,Iowa,928577,1416092,2488000,4832669,0,185000
GA,Emmanuel College,Georgia,871449,1442139,2519000,4832588,0,156300
KY,Kentucky Wesleyan College,Kentucky,843204,1448016,2523000,4814220,0,196900
PA,Philadelphia Technician Training Institute,Pennsylvania,675783,1503388,2626000,4805171,0,4221300
MN,Minnesota State College Southeast,Minnesota,666447,1499186,2636000,4801633,0,239300
CA,California Institute Of The Arts,California,1014886,1365215,2418000,4798101,178839000,113200
MT,Rocky Mountain College,Montana,933392,1401924,2455000,4790316,32055000,253400
CA,Uei College,California,4785647,0,0,4785647,0,3969600
MN,Hibbing Community College,Minnesota,779596,1451871,2540000,4771467,0,235500
OK,"Indian Capital Technology Center, School District Number 4",Oklahoma,885933,1404206,2480000,4770139,0,1005300
OR,Warner Pacific University,Oregon,778206,1451123,2538000,4767329,0,322500
NC,James Sprunt Community College,North Carolina,661318,1375164,2728000,4764482,0,768700
IL,Spoon River College,Illinois,617648,1506166,2639000,4762814,0,164300
CA,Feather River College,California,599153,1495117,2666000,4760270,0,859700
ME,Thomas College,Maine,762266,1438966,2540000,4741232,19614000,205200
OH,Belmont College,Ohio,773450,1444467,2523000,4740917,0,994100
IL,Blackburn University,Illinois,913064,1398751,2428000,4739815,0,163900
IA,Briar Cliff University,Iowa,853293,1407399,2467000,4727692,0,184600
PA,Thiel College,Pennsylvania,931754,1380896,2406000,4718650,0,337600
IL,Devry University,Illinois,4713768,0,0,4713768,0,1072700
IN,Earlham College,Indiana,958680,1361707,2391000,4711387,418845000,179300
MT,Carroll College,Montana,941622,1361291,2401000,4703913,44828000,252600
MI,Rochester University,Michigan,787257,1424071,2486000,4697328,0,228800
WI,Ripon College,Wisconsin,908784,1364469,2422000,4695253,94328000,388400
AR,College Of The Ouachitas,Arkansas,669324,1457805,2553000,4680129,0,997600
KS,Independence Community College,Kansas,746807,1432021,2500000,4678828,0,192400
NY,Sarah Lawrence College,New York,944456,1338169,2391000,4673625,117046000,281300
SC,Northeastern Technical College,South Carolina,544363,1504443,2624000,4672806,0,760200
PA,Pennsylvania College Of Health Sciences,Pennsylvania,778640,1405978,2472000,4656618,0,986300
MN,Itasca Community College,Minnesota,741976,1421466,2493000,4656442,0,235600
FL,Ave Maria University,Florida,927779,1339857,2377000,4644636,0,3941300
NY,Paul Smith'S College Of Arts & Sciences,New York,922258,1357184,2364000,4643442,0,279500
CT,Porter And Chester Institute,Connecticut,4642939,0,0,4642939,0,1077900
OH,Kenyon College,Ohio,940498,1315552,2382000,4638050,422019000,306500
KY,Transylvania University,Kentucky,878886,1278124,2472000,4629010,191238000,198700
AR,Central Baptist College,Arkansas,822986,1385745,2412000,4620731,0,109300
TX,Western Texas College,Texas,556115,1449094,2614000,4619209,0,954900
WI,Milwaukee Institute Of Art & Design,Wisconsin,840652,1374550,2395000,4610202,0,2077100
NY,Elmira College,New York,917861,1340299,2344000,4602160,0,271800
NY,Relay Graduate School Of Education,New York,740441,1355661,2506000,4602102,0,4208600
NY,Albany College Of Pharmacy And Health Sciences,New York,941221,1299052,2360000,4600273,0,288500
NY,Berkeley College,New York,4596874,0,0,4596874,0,739400
OR,Corban University,Oregon,887403,1343986,2364000,4595389,0,133900
CA,Westmont College,California,950992,1311893,2316000,4578885,78908000,134100
NY,Metropolitan Learning Institute,New York,660220,1394537,2521000,4575757,0,3652300
CA,Marymount California University,California,874466,1342246,2345000,4561712,0,1047400
FL,Orange Technical College - Mid Florida Campus,Florida,538345,1444270,2573000,4555615,0,2501500
NY,Yeshiva Of Machzikai Hadas,New York,895153,1337216,2318000,4550369,0,4138100
OK,Redlands Community College,Oklahoma,608459,1427978,2511000,4547437,0,315600
IA,Cornell College,Iowa,845562,1330085,2367000,4542647,76288000,185600
PR,Edic College,Puerto Rico,4538123,0,0,4538123,0,3021900
OK,Oklahoma Wesleyan University,Oklahoma,797766,1361300,2379000,4538066,0,315100
MT,Helena College University Of Montana,Montana,685627,1394148,2451000,4530775,0,757000
HI,Windward Community College,Hawaii,551098,1432714,2539000,4522812,0,1122000
OH,Marietta College,Ohio,870471,1322182,2330000,4522653,88469000,307300
ME,York County Community College,Maine,556529,1436695,2521000,4514224,0,3122900
OK,Western Oklahoma State College,Oklahoma,635791,1409851,2463000,4508642,0,314600
IA,Mercy College Of Health Sciences,Iowa,805957,1345841,2347000,4498798,0,627300
PA,Cairn University,Pennsylvania,771522,1343540,2364000,4479062,0,335100
ND,University Of Jamestown,North Dakota,848958,1316400,2310000,4475358,0,299000
TX,Southwestern Adventist University,Texas,801162,1339319,2334000,4474481,0,361900
NY,Villa Maria College Of Buffalo,New York,807056,1340693,2325000,4472749,0,289600
IA,Marshalltown Community College,Iowa,636628,1384816,2445000,4466444,0,187500
NJ,Berkeley College,New Jersey,4464258,0,0,4464258,0,750200
KS,Kansas Wesleyan University,Kansas,823462,1320499,2303000,4446961,0,192900
CA,Samuel Merritt University,California,841525,1284267,2310000,4435792,51316000,701200
CA,California Institute Of Technology,California,908781,1254418,2270000,4433199,2975376000,113100
IL,Southeastern Illinois College,Illinois,460547,1429347,2537000,4426894,0,175700
NV,Roseman University Of Health Sciences,Nevada,893841,1213666,2307000,4414507,0,4065300
NC,University Of North Carolina School Of The Arts,North Carolina,868886,1268365,2259000,4396251,0,398100
LA,University Of Holy Cross,Louisiana,708685,1338263,2348000,4394948,0,202300
NJ,Salem Community College,New Jersey,665129,1352495,2372000,4389624,0,546100
ME,Maine Maritime Academy,Maine,876568,1263932,2248000,4388500,0,204400
IA,Northwestern College,Iowa,822778,1291574,2273000,4387352,0,188300
LA,Franciscan Missionaries Of Our Lady University,Louisiana,721431,1324432,2338000,4383863,0,3106200
OH,Lake Erie College,Ohio,803405,1292618,2272000,4368023,0,306600
ME,University Of Maine - Fort Kent,Maine,626037,1353803,2386000,4365840,0,204100
NC,Haywood Community College,North Carolina,614386,1361522,2385000,4360908,0,808300
WY,Northwest College,Wyoming,732668,1311889,2313000,4357557,38942000,393100
IL,Methodist College,Illinois,736004,1319115,2298000,4353119,0,622800
MN,Pine Technical And Community College,Minnesota,481263,1397218,2470000,4348481,0,553500
NY,Hilbert College,New York,683112,1329533,2331000,4343645,0,273500
SC,University Of South Carolina - Sumter,South Carolina,705800,1321358,2316000,4343158,0,342600
KY,Alice Lloyd College,Kentucky,754640,1309966,2277000,4341606,0,195100
NC,Bennett College,North Carolina,768798,1301805,2264000,4334603,0,291100
PA,Haverford College,Pennsylvania,873803,1246052,2210000,4329855,529487000,327400
MA,Hult International Business School,Massachusetts,882754,1209495,2224000,4316249,0,4143200
TX,Richland College,Texas,4316107,0,0,4316107,0,850400
ME,Unity College,Maine,822158,1266150,2214000,4302308,77308000,685800
MO,Kansas City Art Institute,Missouri,840665,1262617,2199000,4302282,0,247300
MN,Minneapolis College Of Art & Design,Minnesota,807630,1268917,2217000,4293547,0,236500
PA,Rosedale Technical College,Pennsylvania,842493,1252706,2192000,4287199,0,1205000
AL,Fortis College,Alabama,4282458,0,0,4282458,0,2341000
MI,West Shore Community College,Michigan,564751,1225927,2491000,4281678,0,795000
WV,Wheeling University,West Virginia,766653,1274648,2240000,4281301,0,383100
ME,Northern Maine Community College,Maine,655429,1320610,2304000,4280039,0,576000
OR,Reed College,Oregon,842657,1237124,2197000,4276781,579820000,321700
ME,Saint Joseph'S College,Maine,649094,1306280,2315000,4270374,0,205100
PW,Palau Community College,Palau,759490,1283232,2225000,4267722,0,1100900
FL,George T. Baker Aviation Technical College,Florida,624978,1323182,2316000,4264160,0,3079800
MA,Benjamin Franklin Institute Of Technology,Massachusetts,814858,1256813,2190000,4261671,0,215100
WY,Central Wyoming College,Wyoming,578937,1328069,2347000,4254006,0,728900
IN,Goshen College,Indiana,792911,1257733,2203000,4253644,113643000,179900
CA,Hope International University,California,681856,1229636,2335000,4246492,0,125200
OH,Ursuline College,Ohio,673311,1294301,2275000,4242612,0,313400
MA,Laboure College,Massachusetts,661421,1298168,2268000,4227589,0,632400
VA,Bluefield College,Virginia,691152,1286307,2247000,4224459,0,370300
ME,University Of Maine - Presque Isle,Maine,610998,1310251,2302000,4223249,0,203300
SC,University Of South Carolina - Lancaster,South Carolina,570863,1322097,2324000,4216960,0,345300
CA,Claremont Mckenna College,California,855579,1204979,2133000,4193558,865475000,117000
MS,Blue Mountain College,Mississippi,784621,1241220,2162000,4187841,0,239800
ID,College Of Idaho (The),Idaho,809015,1222831,2146000,4177846,0,161700
FL,New College Of Florida,Florida,837170,1196735,2143000,4176905,0,3957400
KS,Mcpherson College,Kansas,795375,1229981,2150000,4175356,47125000,193300
NC,Brevard College,North Carolina,782339,1235952,2155000,4173291,28160000,291200
IA,Ellsworth Community College,Iowa,715943,1253256,2188000,4157199,0,186200
GA,Covenant College,Georgia,822751,1203174,2116000,4141925,42681000,348400
NC,Warren Wilson College,North Carolina,776538,1224969,2140000,4141507,51270000,297900
VA,Hollins University,Virginia,799714,1184387,2152000,4136101,182729000,371500
SC,Williamsburg Technical College,South Carolina,589306,1235202,2307000,4131508,0,932200
NV,Great Basin College,Nevada,470059,1323265,2338000,4131324,0,697700
MA,Eastern Nazarene College,Massachusetts,761413,1225868,2143000,4130281,0,214500
MI,Gogebic Community College,Michigan,661272,1259603,2201000,4121875,0,226400
AR,Arkansas Northeastern College,Arkansas,566883,1289032,2262000,4117915,0,1286000
MN,Mesabi Range College,Minnesota,561010,1289340,2263000,4113350,0,400900
IN,Wabash College,Indiana,810923,1197190,2098000,4106113,344252000,184400
NC,Montreat College,North Carolina,735993,1225163,2142000,4103156,0,294800
CA,"University Of California, San Francisco",California,867955,1133080,2095000,4096035,0,131900
SC,Medical University Of South Carolina,South Carolina,937694,1114732,2042000,4094426,375593000,343800
MI,Dorsey School Of Business,Michigan,4088414,0,0,4088414,0,469200
HI,Kauai Community College,Hawaii,535684,1285285,2259000,4079969,0,161400
IA,Southwestern Community College,Iowa,587388,1264937,2224000,4076325,0,185700
MO,Hannibal - Lagrange University,Missouri,759488,1196420,2091000,4046908,0,908900
NC,Halifax Community College,North Carolina,616040,1241708,2175000,4032748,0,798600
NC,Piedmont Community College,North Carolina,569586,1256023,2202000,4027609,0,964600
TX,Southwest University At El Paso,Texas,4026674,0,0,4026674,0,4131700
AZ,Arizona Christian University,Arizona,747009,1188662,2074000,4009671,0,711300
IN,Saint Mary Of The Woods College,Indiana,637917,1227989,2143000,4008906,0,183500
MA,Fisher College,Massachusetts,496691,1265283,2245000,4006974,97743000,215000
OH,Cleveland Institute Of Art (The),Ohio,801788,1162031,2026000,3989819,0,398200
MI,Glen Oaks Community College,Michigan,576681,1232639,2167000,3976320,0,226300
MS,Millsaps College,Mississippi,761840,1161398,2050000,3973238,0,241400
NE,Union College,Nebraska,757995,1167914,2047000,3972909,0,256300
TX,Milan Institute,Texas,3963075,0,0,3963075,0,3422300
CA,Lake Tahoe Community College,California,348926,1290394,2322000,3961320,0,1290700
IA,Clarke University,Iowa,768683,1155469,2032000,3956152,29340000,185200
TN,Milligan College,Tennessee,742753,1160607,2050000,3953360,0,351100
SC,Columbia International University,South Carolina,676941,1183116,2080000,3940057,0,342900
MI,Grace Christian University,Michigan,485111,1257228,2189000,3931339,0,226500
PA,Pennsylvania Institute Of Technology,Pennsylvania,518726,1247621,2164000,3930347,0,1099800
OH,Bluffton University,Ohio,768698,1144619,2001000,3914317,0,301600
IA,Iowa Wesleyan University,Iowa,699320,1171539,2042000,3912859,0,187100
NY,Cooper Union For The Advancement Of Science & Art (The),New York,766505,1110434,2033000,3909939,0,271000
FL,Sunstate Academy,Florida,814778,1435284,1656000,3906062,0,2524000
WA,Whitman College,Washington,764766,1128146,2009000,3901912,565256000,380300
VA,Paul D. Camp Community College,Virginia,512617,1227213,2154000,3893830,0,915900
PR,Escuela De Artes Plasticas Y Diseño De Puerto Rico,Puerto Rico,686208,1170824,2034000,3891032,0,2569400
NY,Rabbinical College Bobover Yeshiva Bnei Zion,New York,751000,1148403,1988000,3887403,0,861400
NH,Colby-Sawyer College,New Hampshire,779605,1128568,1977000,3885173,39449000,257200
TN,Bryan College,Tennessee,579257,1199750,2106000,3885007,0,353600
PR,Instituto Comercial De Puerto Rico Junior College,Puerto Rico,3879773,0,0,3879773,0,1194000
FL,William T Mcfatter Technical College,Florida,603976,1180478,2083000,3867454,0,3003600
FL,Traviss Technical College,Florida,644793,1173090,2038000,3855883,0,560800
TN,Tennessee College Of Applied Technology-Jackson,Tennessee,510365,1124050,2208000,3842415,0,535400
CA,Touro University,California,797347,1069020,1975000,3841367,0,4142600
AZ,Carrington College,Arizona,3823185,0,0,3823185,0,2100600
KS,Sterling College,Kansas,662915,1151312,2008000,3822227,0,194500
MO,Westminster College,Missouri,768643,1111314,1942000,3821957,0,252300
PA,Philadelphia College Of Osteopathic Medicine,Pennsylvania,863192,1038054,1919000,3820246,417899000,335200
FL,Pinellas Technical College - Clearwater Campus,Florida,527113,1190438,2095000,3812551,0,560500
ND,Dickinson State University,North Dakota,640093,1148421,2024000,3812514,0,298900
PA,Rosemont College,Pennsylvania,653142,1142284,2004000,3799426,0,336000
CA,Academy Of Art University,California,3791776,0,0,3791776,0,753100
IA,Palmer College Of Chiropractic,Iowa,809390,1049646,1932000,3791036,58825000,1230000
NY,Central Yeshiva Tomchei Tmimim Lubavitz,New York,743134,1111506,1934000,3788640,0,477600
KY,Brescia University,Kentucky,504094,1196232,2086000,3786326,0,195800
WI,Nicolet Area Technical College,Wisconsin,484116,1192563,2092000,3768679,0,538400
CA,Los Angeles Film School (The),California,3766527,0,0,3766527,0,4037300
FL,Academy For Nursing And Health Occupations,Florida,541389,1174616,2040000,3756005,0,3346300
AR,University Of Arkansas Community College Rich Mountain,Arkansas,542149,1170671,2043000,3755820,0,2111100
FL,Fort Myers Technical College,Florida,507574,1134896,2113000,3755470,0,755800
FL,Lake Technical College,Florida,568563,1157066,2027000,3752629,0,2228300
NC,Mayland Community College,North Carolina,588968,1146354,2014000,3749322,0,1119700
IL,East-West University,Illinois,638436,1135709,1965000,3739145,0,2168600
PA,Cheyney University Of Pennsylvania,Pennsylvania,663615,1044814,2030000,3738429,0,331700
LA,Aveda Arts & Sciences Institute Covington,Louisiana,3712040,0,0,3712040,0,2600900
KS,Southwestern College,Kansas,490411,1166646,2044000,3701057,0,194000
AR,Lyon College,Arkansas,680216,1096447,1913000,3689663,0,108800
CA,Menlo College,California,744390,1064287,1864000,3672677,0,123600
PR,Cem College,Puerto Rico,3669368,0,0,3669368,0,2189100
NH,White Mountains Community College,New Hampshire,488503,1152186,2017000,3657689,0,529100
SD,Dakota Wesleyan University,South Dakota,641844,1094081,1918000,3653925,0,346100
TX,Eastfield College,Texas,3649693,0,0,3649693,0,851000
CA,Laguna College Of Art And Design,California,661479,1081100,1892000,3634579,0,2330500
FL,South Florida Institute Of Technology,Florida,3625271,0,0,3625271,0,3661400
